Observation id	Observation date	Description	Media file	Total length	FPS	pre	post	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	in empty nest			STATE	206.240	208.990	2.750		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			right	pup introduction			POINT	206.522	206.522	NA		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	rearing	stress behaviour		STATE	206.523	208.523	2.000		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	chemoinvestigation	investigation		STATE	206.586	207.527	0.941		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			left	aggressive contact	aggressive behaviour		STATE	206.630	227.630	21.000		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	in empty nest			STATE	207.021	211.028	4.007		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	207.023	209.028	2.005		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	rearing	stress behaviour		STATE	207.028	207.528	0.500		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	207.487	208.987	1.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	208.024	210.024	2.000		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			right	nest building	parental behaviour		STATE	208.034	213.037	5.003		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	rearing	stress behaviour		STATE	208.278	210.028	1.750		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	licking and grooming	investigation		STATE	208.434	214.852	6.418		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	in empty nest			STATE	209.528	212.528	3.000		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	209.777	211.277	1.500		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	in empty nest			STATE	209.784	213.033	3.249		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	209.789	211.539	1.750		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	in empty nest			STATE	210.278	212.528	2.250		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	rearing	stress behaviour		STATE	210.386	210.886	0.500		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	chemoinvestigation	investigation		STATE	210.529	212.030	1.501		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	210.737	212.237	1.500		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	licking and grooming	investigation		STATE	210.886	211.613	0.727		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	chemoinvestigation	investigation		STATE	211.029	216.029	5.000		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	in empty nest			STATE	211.489	219.499	8.010		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	in empty nest			STATE	211.523	212.023	0.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	licking and grooming	investigation		STATE	211.774	214.543	2.769		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			left	pup introduction			POINT	212.021	212.021	NA		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	212.024	215.024	3.000		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	digging	stress behaviour		STATE	212.028	214.528	2.500		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	212.030	214.030	2.000		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	212.278	213.027	0.749		
BRAC4939.7c(R),BRAC4939.7e(L),test	2021-03-14 13:27:47		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7c(R)BRAC4939.7e(L)_food_deprivation_test_pups_top_left 18_12_2020 17_56_55 1.mp4	935.244	29.99			left	in empty nest			STATE	212.523	215.023	2.500		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	chemoinvestigation	investigation		STATE	212.658	214.158	1.500		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	chemoinvestigation	investigation		STATE	213.040	214.290	1.250		
BRAC4895.5d(R),BRAC4895.5c(L),test	2021-03-14 12:33:09		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_test_pups top_right 20_12_2020 17_46_55 2.mp4	960.701	29.99			left	licking and grooming	investigation		STATE	213.278	222.028	8.750		
BRAC4673.7c(R),BRA4908.4f(L),control	2021-03-12 21:17:55		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	licking and grooming	investigation		STATE	213.281	235.031	21.750		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	tail rattling	aggressive behaviour		STATE	213.292	214.042	0.750		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			right	licking and grooming	investigation		STATE	213.530	234.789	21.259		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	in empty nest			STATE	214.027	216.028	2.001		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	214.846	216.292	1.446		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	rearing	stress behaviour		STATE	215.000	216.250	1.250		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	rearing	stress behaviour		STATE	215.028	217.030	2.002		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	215.030	218.782	3.752		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	chemoinvestigation	investigation		STATE	215.908	217.158	1.250		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			right	aggressive contact	aggressive behaviour		STATE	216.013	220.303	4.290		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			right	in empty nest			STATE	216.029	221.780	5.751		
BRAC4939.7d(R),BRAC5077.5a(L),test	2021-03-14 13:28:20		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_test_pups top_right 18_12_2020 17_56_55 2.mp4	935.830	29.98			right	licking and grooming	investigation		STATE	216.030	264.548	48.518		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	216.278	218.028	1.750		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	chemoinvestigation	investigation		STATE	216.285	219.034	2.749		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	in empty nest			STATE	216.523	219.529	3.006		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	rearing	stress behaviour		STATE	216.780	217.530	0.750		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	in empty nest			STATE	217.000	221.000	4.000		
BRAC4895.5b(R),BRAC4895.5e(L),test	2021-03-14 12:31:29		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_test_pups top_left 20_12_2020 17_46_55 1.mp4	960.657	29.99			left	rearing	stress behaviour		STATE	217.527	218.785	1.258		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			left	licking and grooming	investigation		STATE	217.529	221.284	3.755		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	digging	stress behaviour		STATE	218.030	221.783	3.753		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	licking and grooming	investigation		STATE	218.142	220.392	2.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	licking and grooming	investigation		STATE	218.179	221.438	3.259		
BRAC4939.7c(R),BRAC4939.7e(L),test	2021-03-14 13:27:47		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4939.7c(R)BRAC4939.7e(L)_food_deprivation_test_pups_top_left 18_12_2020 17_56_55 1.mp4	935.244	29.99			left	in empty nest			STATE	218.273	239.608	21.335		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	218.279	220.029	1.750		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	licking and grooming	investigation		STATE	218.531	221.283	2.752		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	rearing	stress behaviour		STATE	218.543	219.801	1.258		
BRAC4673.7c(R),BRAC4908.4f(L),test	2021-03-12 21:44:51		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_test_first top_right 03_12_2020 17_34_11 2.mp4	961.200	29.99			right	licking and grooming	investigation		STATE	218.783	222.033	3.250		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			left	in empty nest			STATE	218.784	224.535	5.751		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			left	licking and grooming	investigation		STATE	219.035	261.302	42.267		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	licking and grooming	investigation		STATE	219.155	228.406	9.251		
BRAC5077.5b(R),BRAC5077.5c(L),test	2021-03-14 13:33:16		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_test_pups bottom_left 18_12_2020 18_16_12 3.mp4	1072.070	29.99			left	chemoinvestigation	investigation		STATE	220.021	223.521	3.500		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			right	in empty nest			STATE	220.032	222.281	2.249		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	rearing	stress behaviour		STATE	220.037	220.537	0.500		
BRAC4895.5b(R),BRAC4895.5e(L),control	2021-03-15 21:55:14		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5b(R)_BRAC4895.5e(L)_food_deprivation_control_pups top_left 20_12_2020 11_42_02 1.mp4	946.470	29.99			left	in empty nest			STATE	220.537	221.537	1.000		
BRAC5007.4c(R),BRAC4943.6c(L),test	2021-03-14 13:31:59		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC5007.4c(R)_BRAC4943.6c(L)_food_deprivation_test_pups bottom_right 20_12_2020 18_05_17 4.mp4	1129.600	29.98			right	tail rattling	aggressive behaviour		STATE	220.656	222.155	1.499		
BRAC5178.2i(R),BRAC5178.2j(L),test	2021-03-13 20:48:48		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/test/BRAC5178.2i(R)BRAC5178.2j(L)_food_deprivation_test_first bottom_left 03_12_2020 17_52_25 3.mp4	963.460	29.97			right	chemoinvestigation	investigation		STATE	220.660	224.411	3.751		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			left	rearing	stress behaviour		STATE	221.031	222.281	1.250		
BRAC4895.5d(R),BRAC4895.5c(L),control	2021-03-15 21:56:00		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4895.5d(R)_BRAC4895.5c(L)_food_deprivation_control_pups top_right 20_12_2020 11_42_02 2.mp4	947.150	29.98			left	licking and grooming	investigation		STATE	221.032	223.382	2.350		
BRAC4673.7b(R),BRAC4908.4e(L),control	2021-03-15 21:59:07		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7b(R)_BRAC4908.4e(L)_food_deprivation_control_first_ top_left 03_12_2020 11_15_46 1.mp4	957.690	29.98			right	chemoinvestigation	investigation		STATE	221.287	223.537	2.250		
BRAC5077.5b(R),BRAC5077.5c(L),control	2021-03-15 22:01:07		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC5077.5b(R)_BRAC5077.5c(L)_food_deprivation_control_pup bottom_left 18_12_2020 11_45_58 3.mp4	979.940	29.88			right	licking and grooming	investigation		STATE	221.392	231.392	10.000		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			left	in empty nest			STATE	221.990	228.490	6.500		
BRAC4673.7c(R),BRAC4908.4f(L),control	2021-03-14 11:39:27		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC4673.7c(R)BRAC4908.4f(L)_food_deprivation_control_first top_right03_11_2020 12_15_46 2.mp4	956.870	29.99			left	licking and grooming	investigation		STATE	222.033	228.283	6.250		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			right	chemoinvestigation	investigation		STATE	222.043	223.044	1.001		
BRAC5178.2i(R),BRAC5178.2j(L),control	2021-04-25 19:48:03		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5178.2i(R)_BRAC5178.2j(L)_food_deprivation_control_first bottom_left 03_12_2020 11_38_12 3.mp4	962.470	29.76			left	licking and grooming	investigation		STATE	222.110	224.899	2.789		
BRAC5215.1c(R),BRAC5215.1d(L),control	2021-03-12 21:45:13		/home/tochenan/food_dep-20210312T211412Z-001/food_dep/first_exp/control/BRAC5215.1c(R)BRAC5215.1d(L)_food_deprivation_control_first bottom_right 03_12_2020 12_38_12 4.mp4	963.080	29.78			right	in nest	parental behaviour		STATE	222.289	300.321	78.032		
BRAC4939.7c(R),BRAC4939.7e(L),control	2021-03-15 21:56:36		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7c(R)_BRAC4939.7e(L)_food_deprivation_control_pups top_left 18_12_2020 11_45_58 1.mp4	980.210	29.89			right	chemoinvestigation	investigation		STATE	222.502	223.754	1.252		
BRAC4943.6b(R),BRAC5007.4d(L),test	2021-03-14 13:28:54		/home/tochenan/pups-20210314T114301Z-001/pups/BRAC4943.6b(R)_BRAC5007.4d(L)_food_deprivation_test_pups bottom_left 20_12_2020 18_05_17 3.mp4	1128.630	29.99			right	aggressive contact	aggressive behaviour		STATE	222.528	242.528	20.000		
BRAC4939.7d(R),BRAC5077.5a(L),control	2021-03-15 21:57:13		/home/tochenan/pups-20210315T115336Z-001/pups/BRAC4939.7d(R)_BRAC5077.5a(L)_food_deprivation_control_pups top_right 18_12_2020 11_45_58 2.mp4	979.330	29.9			right	rearing	stress behaviour		STATE	223.030	225.289	2.259		
