,% Esr1,% PR,% Prlr,% Oxtr,% Esr1_AND_PR,% Esr1_AND_Prlr,% Esr1_AND_Oxtr,% PR_AND_Prlr,% PR_AND_Oxtr,% Prlr_AND_Oxtr,% Esr1_AND_PR_AND_Prlr,% Esr1_AND_PR_AND_Oxtr,% Esr1_AND_Prlr_AND_Oxtr,% PR_AND_Prlr_AND_Oxtr,% all,% Esr1_given_PR,% Esr1_given_Prlr,% Esr1_given_Oxtr,% PR_given_Esr1,% PR_given_Prlr,% PR_given_Oxtr,% Prlr_given_Esr1,% Prlr_given_PR,% Prlr_given_Oxtr,% Oxtr_given_Esr1,% Oxtr_given_PR,% Oxtr_given_Prlr
ORBl5,0.782467921813167,82.65679338050126,0.15889195347163929,6.367669984410601,0.6805372346804174,0.002997961386257345,0.20086341287924211,0.12891233960906584,5.681136826957669,0.04197145940760283,0.002997961386257345,0.17388176040292602,0.0,0.03597553663508814,0.0,0.8233288600340939,1.8867924528301887,3.154425612052731,86.97318007662835,81.13207547169812,89.21845574387947,0.38314176245210724,0.1559609734866345,0.6591337099811676,25.67049808429119,6.873163831562149,26.41509433962264
AId1,10.269482884195194,35.39694100509833,0.21849963583394028,11.507647487254188,2.9133284777858703,0.14566642388929352,1.6751638747268753,0.07283321194464676,7.793153678077203,0.0,0.0,1.2381646030589948,0.0,0.0,0.0,8.23045267489712,66.66666666666666,14.556962025316455,28.368794326241137,33.33333333333333,67.72151898734177,1.4184397163120568,0.205761316872428,0.0,16.312056737588655,22.016460905349795,0.0
FRP5,0.3021148036253776,83.96273917421954,0.17623363544813697,5.362537764350453,0.3021148036253776,0.0,0.025176233635448138,0.17623363544813697,4.506545820745216,0.0,0.0,0.025176233635448138,0.0,0.0,0.0,0.35982008995502246,0.0,0.4694835680751174,100.0,100.0,84.03755868544602,0.0,0.2098950524737631,0.0,8.333333333333332,5.367316341829086,0.0
PL5,1.1655190983575028,78.16671154363965,0.17309689579566873,6.439204523598876,1.0847405469861908,0.0,0.27695503327307,0.16540370042697233,5.623725814517059,0.08462514905566028,0.0,0.2692618379043736,0.0,0.08077855137131207,0.0,1.3877269819398652,0.0,4.301075268817205,93.06930693069307,95.55555555555556,87.33572281959378,0.0,0.21160375965749717,1.3142174432497014,23.762376237623762,7.194527828354904,48.888888888888886
ORBvl5,0.7775731532637611,85.83998363003887,0.1500579769456381,6.029602346361094,0.6889025305231566,0.0,0.10913307414228224,0.13641634267785283,5.0815087647500174,0.02728326853557056,0.0,0.09549143987449696,0.0,0.02728326853557056,0.0,0.8025427095748907,0.0,1.809954751131222,88.59649122807018,90.9090909090909,84.27601809954751,0.0,0.15891934843067143,0.4524886877828055,14.035087719298245,5.919745729042511,18.181818181818183
PL2/3,2.257492113564669,69.53864353312302,0.05914826498422713,14.11671924290221,2.0406151419558363,0.009858044164037854,1.2815457413249212,0.03943217665615142,11.39589905362776,0.03943217665615142,0.009858044164037854,1.1829652996845426,0.009858044164037854,0.01971608832807571,0.009858044164037854,2.9345052452509215,16.666666666666664,9.078212290502794,90.39301310043668,66.66666666666666,80.72625698324022,0.43668122270742354,0.05670541536716756,0.27932960893854747,56.76855895196506,16.387865041111425,66.66666666666666
ORBm5,0.8867975748801012,83.35897203872953,0.17193014206859106,6.053750791783549,0.823454890960094,0.009048954845715319,0.1357343226857298,0.16288118722287576,5.076463668446294,0.0452447742285766,0.009048954845715319,0.11763641299429915,0.0,0.0452447742285766,0.0,0.9878419452887538,5.263157894736842,2.242152466367713,92.85714285714286,94.73684210526315,83.85650224215246,1.0204081632653061,0.19539730785931392,0.7473841554559043,15.306122448979592,6.089882761615285,26.31578947368421
ORBm2/3,1.1656228253305498,75.34794711203897,0.20876826722338201,18.82393876130828,1.0264439805149617,0.03479471120389701,0.6958942240779402,0.19137091162143355,13.987473903966595,0.08698677800974253,0.03479471120389701,0.6437021572720947,0.03479471120389701,0.06958942240779402,0.03479471120389701,1.362271992611406,16.666666666666664,3.6968576709796674,88.05970149253731,91.66666666666666,74.3068391866913,2.9850746268656714,0.2539829138767028,0.46210720887245843,59.70149253731343,18.56384206880628,41.66666666666667
ACAd1,4.427350427350428,43.111111111111114,0.15384615384615385,6.3076923076923075,1.7948717948717947,0.05128205128205128,0.6153846153846154,0.13675213675213677,4.9914529914529915,0.05128205128205128,0.05128205128205128,0.49572649572649574,0.03418803418803419,0.05128205128205128,0.03418803418803419,4.163362410785091,33.33333333333333,9.75609756097561,40.54054054054054,88.88888888888889,79.13279132791328,1.1583011583011582,0.317208564631245,0.8130081300813009,13.8996138996139,11.578112609040444,33.33333333333333
ACAd2/3,1.0268769319432076,57.667522397443285,0.1100225284224865,5.584953109446221,0.8906585634201288,0.031435008120710435,0.3615025933881699,0.1047833604023681,4.233247760255671,0.031435008120710435,0.026195840100592026,0.33006758526745955,0.015717504060355218,0.026195840100592026,0.010478336040236812,1.5444716998273826,28.57142857142857,6.47279549718574,86.73469387755102,95.23809523809523,75.79737335834896,3.061224489795918,0.18170255292086854,0.5628517823639775,35.204081632653065,7.340783138003089,28.57142857142857
AIv2/3,9.21809770957915,66.48990183910641,0.7672345706871263,24.49509195531987,7.345142728195871,0.2256572266726842,5.235247658806273,0.7108202640189552,20.297867539207942,0.33848584000902626,0.21437436533904997,4.603407424122757,0.1466771973372447,0.30463725600812364,0.1466771973372447,11.047004921092823,29.411764705882355,21.372639336711195,79.68176254589963,92.64705882352942,82.8650391524643,2.4479804161566707,1.0690649923638214,1.381851681252879,56.79314565483477,30.527744781944683,44.11764705882353
ACAd5,1.824352991090369,67.08285350627311,0.17576822837747744,3.4699072671070974,1.612218922358931,0.021213406873143825,0.18182920176980422,0.15455482150433358,2.9910903691132797,0.01818292017698042,0.021213406873143825,0.17576822837747744,0.0,0.01515243348081702,0.0,2.403324900614384,12.068965517241379,5.240174672489083,88.37209302325581,87.93103448275862,86.20087336244542,1.1627906976744187,0.23039392844235634,0.5240174672489083,9.966777408637874,4.458800144560896,10.344827586206897
AIv1,10.029498525073747,30.383480825958703,1.6224188790560472,6.784660766961652,2.0648967551622417,0.8849557522123894,0.5899705014749262,0.2949852507374631,4.867256637168142,0.0,0.0,0.4424778761061947,0.0,0.0,0.0,6.796116504854369,54.54545454545454,8.695652173913043,20.588235294117645,18.181818181818183,71.73913043478261,8.823529411764707,0.9708737864077669,0.0,5.88235294117647,16.019417475728158,0.0
FRP6a,1.4451885794853718,80.11984490659148,0.31723651744800846,4.088826224885443,1.4099400775467044,0.0,0.17624250969333805,0.28198801550934083,3.7715897074374336,0.10574550581600281,0.0,0.17624250969333805,0.0,0.10574550581600281,0.0,1.759788825340959,0.0,4.310344827586207,97.5609756097561,88.88888888888889,92.24137931034483,0.0,0.3519577650681918,2.586206896551724,12.195121951219512,4.707435107787066,33.33333333333333
ORBl6a,1.0385414262635588,78.15216555119625,0.09231479344564968,4.954227248249865,0.9077621355488884,0.0,0.18462958689129935,0.08462189399184553,4.531117778290638,0.007692899453804139,0.0,0.16155088852988692,0.0,0.007692899453804139,0.0,1.1615316468156314,0.0,3.7267080745341614,87.4074074074074,91.66666666666666,91.45962732919256,0.0,0.10827837385569444,0.15527950310559005,17.77777777777778,5.797814745545821,8.333333333333332
ORBvl6a,1.0330297675683022,81.33750169906212,0.1359249694168819,4.349599021340221,0.9378822889764851,0.013592496941688188,0.14951746635857008,0.12233247247519369,3.9010466222645097,0.013592496941688188,0.013592496941688188,0.14951746635857008,0.0,0.013592496941688188,0.0,1.1530748663101604,10.0,3.4375000000000004,90.78947368421053,90.0,89.6875,1.3157894736842104,0.15040106951871657,0.3125,14.473684210526317,4.796122994652406,10.0
MOp1,9.345078513979319,14.381463040980465,0.38299502106472616,4.634239754883186,1.3213328226733052,0.11489850631941785,0.6319417847567982,0.2872462657985446,2.872462657985446,0.11489850631941785,0.09574875526618154,0.42129452317119875,0.057449253159708925,0.11489850631941785,0.057449253159708925,9.187749667110518,30.0,13.636363636363635,14.139344262295081,75.0,61.98347107438017,1.2295081967213115,1.9973368841544608,2.479338842975207,6.762295081967213,19.973368841544605,30.0
AIv5,4.716921321245166,71.45121410004438,0.15849870031065746,16.47752488429595,3.7849489634184996,0.019019844037278896,1.9463640398148734,0.12679896024852597,14.271222975971599,0.05071958409941039,0.019019844037278896,1.6991060673302478,0.0063399480124262985,0.04437963608698409,0.0063399480124262985,5.297249334516415,12.0,11.812235475182762,80.24193548387096,80.0,86.61023470565603,0.4032258064516129,0.1774622892635315,0.30781069642170067,41.263440860215056,19.97338065661047,32.0
MOs6a,1.6509797870698968,68.71316154914365,0.14503934577997224,2.8899861132541274,1.47970992130844,0.006171887054466903,0.15584014812528932,0.12960962814380497,2.6091652522758833,0.03394537879956797,0.006171887054466903,0.15121123283443913,0.0015429717636167258,0.027773491745101065,0.0015429717636167258,2.153459232479285,4.25531914893617,5.392418579818473,89.62616822429906,89.36170212765957,90.28296849973304,0.3738317757009346,0.1886241663485505,1.174586225306994,9.439252336448597,3.7971841106595106,23.404255319148938
PL6a,2.2627193279588105,70.27301673328365,0.04064765259806246,5.331617099112526,2.032382629903123,0.0,0.6706862678680306,0.04064765259806246,4.4238195244224645,0.027098435065374973,0.0,0.5826163539055619,0.0,0.027098435065374973,0.0,2.892123782897908,0.0,12.579415501905972,89.82035928143712,100.0,82.9733163913596,0.0,0.05784247565795816,0.5082592121982211,29.64071856287425,6.29518943410778,66.66666666666666
ORBm6a,1.2141816415735796,76.21822891371217,0.06475635421725758,4.5491338837623445,1.117047110247693,0.0,0.17807997409745832,0.06475635421725758,4.014893961469969,0.0,0.0,0.1457017969888295,0.0,0.0,0.0,1.465590484282073,0.0,3.9145907473309607,92.0,100.0,88.25622775800713,0.0,0.08496176720475786,0.0,14.666666666666666,5.267629566694987,0.0
MOp2/3,2.3487335834896808,54.85107879924953,0.6332082551594747,4.700984990619137,1.9230769230769231,0.20755159474671667,0.45731707317073167,0.600375234521576,3.647983114446529,0.12077861163227016,0.19817073170731708,0.39634146341463417,0.08560037523452158,0.11608818011257037,0.08208255159474673,3.5059965367595187,32.77777777777778,9.728111748565727,81.8771842236645,94.81481481481482,77.60039910202046,8.836744882675985,1.094555016354191,2.5692192566724867,19.47079380928607,6.650704406011501,19.074074074074073
AId6a,5.38898074087314,69.94056928370347,0.15639662183296843,12.636847044103847,4.312078287680414,0.013405424728540147,2.1672103311139908,0.1340542472854015,10.965637427945842,0.10724339782832118,0.008936949819026766,1.8946333616336746,0.013405424728540147,0.08490102328075427,0.008936949819026766,6.165346281625352,8.571428571428571,17.14992927864215,80.01658374792703,85.71428571428571,86.77510608203679,0.24875621890547264,0.19166879631995912,0.8486562942008486,40.21558872305141,15.678507538972655,68.57142857142857
TTv,10.99075543935008,53.310299747875625,2.0076571108413486,20.54346811093473,8.180035484172192,0.4855728826220935,5.313287888691755,1.51274628816883,17.172471752731347,0.9151181249416379,0.4482211224203941,5.042487627229433,0.32682790176487064,0.821738724437389,0.32682790176487064,15.34419337887546,24.186046511627907,25.86363636363636,74.42650807136788,75.34883720930232,83.5909090909091,4.4180118946474085,2.837624802942722,4.454545454545455,48.34324553950722,32.212296374146085,45.58139534883721
MOp5,3.1639637592660965,71.95603396858758,0.7909909398165241,4.602516402056293,2.8643244624953845,0.3024794796784913,0.5240137464852737,0.7554886534692834,4.062881649578233,0.18887216336732085,0.29253883950126386,0.49845210031526027,0.12780823085006676,0.18319179755176232,0.1263881393961771,3.9806591671600557,38.240574506283664,11.38537488429497,90.52962298025135,95.51166965888689,88.27522369639,9.560143626570916,1.0499309255970002,4.103671706263499,16.561938958707362,5.64633905664101,23.877917414721722
ACAd6a,2.419504071058475,67.57957068837898,0.04163582531458179,1.9892672094744632,2.0679126572908957,0.00462620281273131,0.16191709844559585,0.032383419689119175,1.7625832716506293,0.01387860843819393,0.00462620281273131,0.13878608438193932,0.0,0.01387860843819393,0.0,3.0599671412924425,11.11111111111111,8.13953488372093,85.46845124282983,77.77777777777779,88.60465116279069,0.19120458891013384,0.04791894852135816,0.6976744186046512,6.692160611854685,2.60815991237678,33.33333333333333
ILA1,4.441846873173583,31.326709526592634,0.0,30.040911747516073,2.805376972530684,0.0,3.389830508474576,0.0,15.780245470485097,0.0,0.0,2.6884862653419055,0.0,0.0,0.0,8.955223880597014,,11.284046692607005,63.1578947368421,,52.52918287937744,0.0,0.0,0.0,76.31578947368422,50.373134328358205,
ILA2/3,4.634247714048213,56.6708229426434,0.10390689941812137,30.860349127182047,3.4912718204488775,0.0,3.6159600997506236,0.0831255195344971,18.100581878636742,0.0831255195344971,0.0,2.7223607647547796,0.0,0.062344139650872814,0.0,6.16061606160616,0.0,11.717171717171718,75.33632286995515,80.0,58.65319865319866,0.0,0.14668133480014667,0.26936026936026936,78.02690582959642,31.939860652731937,80.0
TTd,15.951935530292127,57.18808461649159,1.7844294143042165,33.1918261620377,13.347244207799683,0.3885451144049504,10.692185926032522,1.1512447834220751,25.88861706720391,0.7555043891207368,0.35976399481939847,9.361059145200748,0.27342063606274286,0.5972082314002014,0.2662253561663549,23.339204831404125,21.774193548387096,32.21331021027531,83.67162832656744,64.51612903225806,77.99696509863429,2.435723951285521,2.0130850528434827,2.2761760242792106,67.02751465944971,45.26925012581782,42.33870967741936
ILA5,3.281925898062817,70.90464547677261,0.1786721835621591,13.306375775813429,2.7929283430505927,0.00940379913485048,1.5046078615760767,0.1786721835621591,10.35358284747038,0.0940379913485048,0.00940379913485048,1.2601090840699642,0.0,0.0940379913485048,0.0,3.938992042440318,5.263157894736842,11.307420494699647,85.10028653295129,100.0,77.80918727915194,0.28653295128939826,0.2519893899204244,0.7067137809187279,45.845272206303726,14.60212201591512,52.63157894736842
AIv6a,5.599647266313933,64.2636684303351,0.11022927689594356,23.258377425044092,4.210758377425043,0.06613756613756613,3.1746031746031744,0.08818342151675485,20.39241622574956,0.02204585537918871,0.06613756613756613,2.888007054673721,0.02204585537918871,0.02204585537918871,0.02204585537918871,6.5523156089193835,60.0,13.649289099526065,75.19685039370079,80.0,87.67772511848341,1.1811023622047243,0.13722126929674097,0.09478672985781991,56.69291338582677,31.732418524871353,20.0
PIR,5.976619208924433,60.02445050047118,0.26946489060947965,28.518961872500824,4.88602501082444,0.0927081476198966,3.507628046761582,0.23839237959401982,23.31558974097751,0.13345898173853246,0.08710490792858416,3.2157501973868525,0.06214502203091969,0.12632758576777117,0.061635636604436744,8.140057876558297,34.40453686200378,12.299283762301963,81.75232250916218,88.468809073724,81.75469305374462,1.5511804312622517,0.3971587871381655,0.46796577776983944,58.68916730588937,38.84348718993185,49.52741020793951
ILA6a,4.3764302059496565,74.88558352402745,0.057208237986270026,7.594393592677346,4.047482837528604,0.0,1.072654462242563,0.057208237986270026,5.606407322654462,0.04290617848970252,0.0,0.9439359267734555,0.0,0.04290617848970252,0.0,5.40488922841864,0.0,14.124293785310735,92.48366013071896,100.0,73.82297551789078,0.0,0.07639419404125286,0.5649717514124294,24.509803921568626,7.4866310160427805,75.0
MOp6a,3.2778982887442756,70.63076857641104,0.23960415691945616,3.470715835140998,2.8270454964342933,0.0907376688925751,0.34451958657649606,0.21833751577275884,3.1261962485645016,0.07372435597521727,0.08648434066323565,0.32892404973558476,0.015595536840911346,0.062382147363645384,0.015595536840911346,4.002569352442892,37.8698224852071,9.926470588235293,86.24567474048442,91.12426035502959,90.07352941176471,2.768166089965398,0.30912521578545904,2.1241830065359477,10.51038062283737,4.4261110442008915,30.76923076923077
DP,3.4218641201631352,58.42037202825028,0.18899830896249875,21.336914353924204,2.795185516761166,0.00994727941907888,1.4622500746045957,0.17905102954341987,16.80095493882423,0.059683676514473295,0.00994727941907888,1.2334626479657813,0.0,0.059683676514473295,0.0,4.784607525966286,5.263157894736842,6.853146853146853,81.68604651162791,94.73684210526315,78.74125874125875,0.29069767441860467,0.3064873148305806,0.27972027972027974,42.73255813953488,28.75872637493615,31.57894736842105
FRP6b,2.127659574468085,57.446808510638306,0.0,10.638297872340425,2.127659574468085,0.0,0.0,0.0,8.51063829787234,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,,0.0,100.0,,80.0,0.0,0.0,0.0,0.0,14.814814814814813,
ORBl6b,1.0471204188481675,74.9738219895288,0.10471204188481677,5.654450261780105,0.7329842931937173,0.0,0.31413612565445026,0.10471204188481677,5.2356020942408374,0.10471204188481677,0.0,0.31413612565445026,0.0,0.10471204188481677,0.0,0.9776536312849162,0.0,5.555555555555555,70.0,100.0,92.5925925925926,0.0,0.13966480446927373,1.8518518518518516,30.0,6.983240223463687,100.0
fa,1.5753721636074576,60.47116635351929,0.10117068940598353,3.309726839138604,1.06951871657754,0.01445295562942622,0.44804162451221274,0.05781182251770488,2.7027027027027026,0.02890591125885244,0.01445295562942622,0.332417979476803,0.01445295562942622,0.01445295562942622,0.01445295562942622,1.7686424474187379,14.285714285714285,13.537117903930133,67.88990825688074,57.14285714285714,81.6593886462882,0.9174311926605505,0.09560229445506692,0.8733624454148471,28.440366972477065,4.469407265774379,28.57142857142857
ORBvl6b,0.7177033492822966,75.35885167464114,0.0,3.827751196172249,0.7177033492822966,0.0,0.23923444976076555,0.0,3.588516746411483,0.0,0.0,0.23923444976076555,0.0,0.0,0.0,0.9523809523809524,,6.25,100.0,,93.75,0.0,0.0,0.0,33.33333333333333,4.761904761904762,
MOs6b,1.9335347432024168,68.6404833836858,0.12084592145015105,2.175226586102719,1.6314199395770395,0.0,0.0,0.12084592145015105,1.9335347432024168,0.060422960725075525,0.0,0.0,0.0,0.060422960725075525,0.0,2.3767605633802815,0.0,0.0,84.375,100.0,88.88888888888889,0.0,0.17605633802816903,2.7777777777777777,0.0,2.8169014084507045,50.0
